小区名称,小区参考均价,90天成交数,当前出租数,所在地区,详细地址,建成年份
新兴小区,"('7087', '元/m')",90天成交0套,10套正在出租,芙蓉,火车站,1996年建成
城北供电局宿舍,"('7100', '元/m')",90天成交0套,6套正在出租,芙蓉,马王堆,1995年建成
邮电宿舍,"('7101', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
龙柏路158号,"('7102', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1993年建成
新桥村东郊所宿舍,"('7118', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
长沙市直属机关宿舍,"('7122', '元/m')",90天成交1套,11套正在出租,芙蓉,火车站,1990年建成
恒达花园南苑,"('7134', '元/m')",90天成交2套,10套正在出租,芙蓉,德政园,1994年建成
鸿基公寓,"('7137', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,2000年建成
湖南环保涂料城,"('7145', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,1998年建成
环卫局宿舍,"('7147', '元/m')",90天成交0套,0套正在出租,芙蓉,德政园,未知年建成
恒达花园北苑,"('7152', '元/m')",90天成交0套,3套正在出租,芙蓉,德政园,1992年建成
绕城家园,"('7155', '元/m')",90天成交0套,6套正在出租,芙蓉,晚报,2000年建成
火星镇政府宿舍,"('7158', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,未知年建成
湖南湘城医院宿舍,"('7161', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1980年建成
中铁十二局第三工程宿舍,"('7164', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
荷花园安置小区,"('7167', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,1996年建成
宇力大厦,"('7177', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
厚华公寓,"('7182', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
林业局宿舍,"('7188', '元/m')",90天成交0套,1套正在出租,芙蓉,德政园,1998年建成
丰收花园小区,"('7195', '元/m')",90天成交0套,0套正在出租,芙蓉,汽车东站,2000年建成
鑫湘佳园,"('7197', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1999年建成
湖南省茶叶有限公司宿舍,"('7209', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,未知年建成
饲料公司宿舍,"('7210', '元/m')",90天成交0套,3套正在出租,芙蓉,德政园,1996年建成
新桥小区,"('7211', '元/m')",90天成交1套,10套正在出租,芙蓉,马王堆,2000年建成
湘运新村,"('7212', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1990年建成
湖南省饲料公司宿舍,"('7216', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,1995年建成
东二环二段117号2,"('7249', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,1995年建成
火星计生委宿舍,"('7256', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1993年建成
上宜园18号,"('7258', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,1991年建成
移动科技小区,"('7263', '元/m')",90天成交0套,2套正在出租,芙蓉,汽车东站,未知年建成
马王堆汽配城交警宿舍,"('7265', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
紫薇花园,"('7265', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,1998年建成
怡荷园,"('7277', '元/m')",90天成交1套,6套正在出租,芙蓉,德政园,2000年建成
金泉公寓,"('7311', '元/m')",90天成交0套,6套正在出租,芙蓉,晚报,2001年建成
市农村公路局宿舍区,"('7313', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
泰禹公馆,"('7320', '元/m')",90天成交0套,19套正在出租,芙蓉,马王堆,1990年建成
湖南警察学院马王堆宿舍,"('7320', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,1998年建成
朝阳一村,"('7323', '元/m')",90天成交0套,10套正在出租,芙蓉,火车站,1980年建成
长沙糕点厂宿舍,"('7324', '元/m')",90天成交0套,1套正在出租,芙蓉,晚报,未知年建成
远通苑,"('7324', '元/m')",90天成交0套,4套正在出租,芙蓉,汽车东站,2000年建成
天心丽城,"('7332', '元/m')",90天成交1套,5套正在出租,芙蓉,德政园,1995年建成
计划干部学校宿舍,"('7349', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,2004年建成
长沙农商行窑岭支行宿舍,"('7351', '元/m')",90天成交0套,3套正在出租,芙蓉,火车站,1991年建成
识字里,"('7359', '元/m')",90天成交0套,2套正在出租,芙蓉,浏城桥,未知年建成
长沙市邮政局宿舍M区,"('7377', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,1989年建成
华海3C广场,"('7378', '元/m')",90天成交0套,21套正在出租,芙蓉,火车站,2000年建成
省建院小区,"('7382', '元/m')",90天成交1套,5套正在出租,芙蓉,浏城桥,1995年建成
机械大院,"('7386', '元/m')",90天成交0套,4套正在出租,芙蓉,马王堆,1998年建成
乡镇企业单位宿舍,"('7392', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
芙蓉区农村合作银行宿舍,"('7396', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,未知年建成
马王堆社区9片,"('7402', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1998年建成
芙蓉苑丁区,"('7414', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,2002年建成
荷晏小区出租车公司宿舍,"('7416', '元/m')",90天成交0套,3套正在出租,芙蓉,德政园,1999年建成
锦绣中星,"('7423', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,1980年建成
朝阳丽园,"('7426', '元/m')",90天成交0套,4套正在出租,芙蓉,火车站,1995年建成
水月林公寓,"('7439', '元/m')",90天成交0套,1套正在出租,芙蓉,浏城桥,2001年建成
陈家巷1号,"('7453', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,未知年建成
安置房小区,"('7466', '元/m')",90天成交0套,2套正在出租,芙蓉,德政园,2000年建成
恒达畅春园,"('7472', '元/m')",90天成交0套,2套正在出租,芙蓉,德政园,2002年建成
工商银行宿舍,"('7482', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1998年建成
扬帆小区,"('7498', '元/m')",90天成交0套,3套正在出租,芙蓉,芙蓉区政府,1989年建成
东门捷径12号院,"('7510', '元/m')",90天成交0套,1套正在出租,芙蓉,浏城桥,1992年建成
汉城新村,"('7516', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,2002年建成
大有商住楼,"('7517', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1991年建成
朝霞巷10号,"('7522', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1998年建成
保险公司宿舍,"('7522', '元/m')",90天成交0套,2套正在出租,芙蓉,德政园,未知年建成
八方小区（马王堆）,"('7525', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
长沙市教育局直属教师二村,"('7527', '元/m')",90天成交0套,2套正在出租,芙蓉,德政园,1990年建成
新生村,"('7528', '元/m')",90天成交0套,3套正在出租,芙蓉,浏城桥,1980年建成
天域新都,"('7535', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,1998年建成
金湘北苑,"('7536', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1999年建成
日出东方,"('7536', '元/m')",90天成交0套,7套正在出租,芙蓉,晚报,2000年建成
时速风标,"('7538', '元/m')",90天成交1套,4套正在出租,芙蓉,晚报,2004年建成
食杂果品公司宿舍,"('7560', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,1980年建成
纺织品公司宿舍,"('7561', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,1999年建成
都市晨光,"('7566', '元/m')",90天成交1套,11套正在出租,芙蓉,马王堆,2005年建成
长沙县公路管理局宿舍,"('7571', '元/m')",90天成交0套,3套正在出租,芙蓉,晚报,未知年建成
千喜华城,"('7573', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,2000年建成
文艺新村,"('7590', '元/m')",90天成交0套,9套正在出租,芙蓉,浏城桥,1988年建成
中星苑,"('7597', '元/m')",90天成交1套,5套正在出租,芙蓉,马王堆,2000年建成
渔塘村,"('7608', '元/m')",90天成交0套,1套正在出租,芙蓉,火车站,1999年建成
德政园聚心苑,"('7619', '元/m')",90天成交1套,13套正在出租,芙蓉,德政园,1980年建成
长铁向韶村,"('7623', '元/m')",90天成交1套,75套正在出租,芙蓉,火车站,1975年建成
古汉城宿舍,"('7625', '元/m')",90天成交1套,2套正在出租,芙蓉,马王堆,2002年建成
芙蓉区医院宿舍,"('7629', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,1984年建成
湖南省科学器材进出口公司宿舍,"('7634', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
佳远小区,"('7641', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,2004年建成
塑料研究所宿舍,"('7642', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1998年建成
东岸梅园,"('7646', '元/m')",90天成交0套,3套正在出租,芙蓉,汽车东站,2004年建成
纬二路29号,"('7646', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1991年建成
省京剧院,"('7647', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,1989年建成
中信公寓,"('7669', '元/m')",90天成交0套,1套正在出租,芙蓉,晚报,2000年建成
五一东村,"('7672', '元/m')",90天成交0套,19套正在出租,芙蓉,火车站,1985年建成
湖南省皮革研究所,"('7672', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1998年建成
中国建行湖南铁道专业分行宿舍,"('7684', '元/m')",90天成交0套,1套正在出租,芙蓉,火车站,未知年建成
市城建开发公司文艺路宿舍,"('7697', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,1990年建成
富民楼,"('7698', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
省人民医院宿舍,"('7698', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,1994年建成
上东印象,"('7704', '元/m')",90天成交0套,21套正在出租,芙蓉,晚报,1999年建成
马王堆建材广场二期,"('7708', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
交通执法局宿舍,"('7717', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1997年建成
东岸锦城B区,"('7718', '元/m')",90天成交0套,22套正在出租,芙蓉,汽车东站,2008年建成
八一路125号,"('7719', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
国土局宿舍法院宿舍,"('7728', '元/m')",90天成交0套,1套正在出租,芙蓉,火车站,1993年建成
无线电信宿舍,"('7732', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
天伦公寓,"('7739', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,2008年建成
华瑞大厦,"('7740', '元/m')",90天成交0套,2套正在出租,芙蓉,火车站,2003年建成
省金属回收公司宿舍,"('7771', '元/m')",90天成交0套,2套正在出租,芙蓉,马王堆,1993年建成
通发公寓,"('7780', '元/m')",90天成交0套,11套正在出租,芙蓉,火车站,1998年建成
i尚国际,"('7792', '元/m')",90天成交0套,10套正在出租,芙蓉,汽车东站,2013年建成
芙蓉区教师村,"('7797', '元/m')",90天成交1套,10套正在出租,芙蓉,德政园,1990年建成
火星开发区军运站宿舍,"('7803', '元/m')",90天成交0套,1套正在出租,芙蓉,马王堆,未知年建成
荷花园众立小区,"('7815', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,1997年建成
省残联宿舍,"('7821', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
湖南文化大厦,"('7846', '元/m')",90天成交0套,2套正在出租,芙蓉,火车站,2005年建成
德政园怡心苑,"('7865', '元/m')",90天成交0套,7套正在出租,芙蓉,德政园,2001年建成
湖南省花鼓戏剧院,"('7870', '元/m')",90天成交0套,1套正在出租,芙蓉,火车站,1997年建成
德政园醉心苑,"('7881', '元/m')",90天成交0套,13套正在出租,芙蓉,德政园,2001年建成
黄泥街社区,"('7891', '元/m')",90天成交0套,0套正在出租,芙蓉,松桂园,1991年建成
紫薇公寓,"('7894', '元/m')",90天成交1套,1套正在出租,芙蓉,马王堆,1993年建成
湘湖渔场基地宿舍,"('7896', '元/m')",90天成交0套,0套正在出租,芙蓉,晚报,2000年建成
科达名居,"('7899', '元/m')",90天成交0套,17套正在出租,芙蓉,浏城桥,2003年建成
曙光社区,"('7914', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
东岸锦城C区,"('7923', '元/m')",90天成交0套,20套正在出租,芙蓉,汽车东站,2008年建成
雄距都市东家,"('7934', '元/m')",90天成交1套,5套正在出租,芙蓉,马王堆,2006年建成
人民路112号,"('7936', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,1990年建成
凤凰大厦,"('7939', '元/m')",90天成交0套,1套正在出租,芙蓉,浏城桥,2005年建成
湖南省商务厅宿舍大院,"('7939', '元/m')",90天成交1套,0套正在出租,芙蓉,火车站,1990年建成
丽景新贵,"('7950', '元/m')",90天成交0套,13套正在出租,芙蓉,晚报,2000年建成
国杰大厦,"('7952', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,2000年建成
荷花苑,"('7956', '元/m')",90天成交0套,19套正在出租,芙蓉,德政园,2000年建成
鸿飞大厦,"('7956', '元/m')",90天成交0套,5套正在出租,芙蓉,火车站,2003年建成
古稻田巷20号,"('7957', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,2000年建成
东屯渡农场二分场,"('7964', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,未知年建成
湖南省湘剧院,"('7969', '元/m')",90天成交0套,3套正在出租,芙蓉,火车站,1983年建成
古稻田巷21号,"('7974', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,未知年建成
清水塘菜市场房改房,"('8012', '元/m')",90天成交0套,0套正在出租,芙蓉,市一中,未知年建成
西南明苑,"('8016', '元/m')",90天成交0套,1套正在出租,芙蓉,晚报,2002年建成
芙蓉苑乙区,"('8016', '元/m')",90天成交0套,2套正在出租,芙蓉,晚报,2006年建成
曙光路综合楼,"('8020', '元/m')",90天成交0套,0套正在出租,芙蓉,火车站,未知年建成
复兴街65号,"('8021', '元/m')",90天成交0套,0套正在出租,芙蓉,浏城桥,未知年建成
马坡岭小区,"('8024', '元/m')",90天成交0套,0套正在出租,芙蓉,汽车东站,未知年建成
中扬华苑,"('8025', '元/m')",90天成交0套,3套正在出租,芙蓉,马王堆,1999年建成
乔庄巷社区,"('8032', '元/m')",90天成交0套,5套正在出租,芙蓉,浏城桥,1991年建成
德政园润心苑,"('8040', '元/m')",90天成交0套,11套正在出租,芙蓉,德政园,2001年建成
山水华景,"('8044', '元/m')",90天成交3套,18套正在出租,芙蓉,马王堆,2000年建成
稻田园,"('8046', '元/m')",90天成交0套,4套正在出租,芙蓉,浏城桥,2001年建成
丰盈西里26号,"('8047', '元/m')",90天成交0套,0套正在出租,芙蓉,五一广场,2015年建成
燕山街,"('8054', '元/m')",90天成交0套,1套正在出租,芙蓉,火车站,未知年建成
咏荷苑,"('8060', '元/m')",90天成交0套,1套正在出租,芙蓉,德政园,未知年建成
龙骧宿舍,"('8062', '元/m')",90天成交0套,0套正在出租,芙蓉,马王堆,1993年建成
